Year,Province,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
2018,P05,0.89,0.77,0.76,0.57,0.73,0.60,0.75,0.63,0.81,0.74,0.54,0.80,0.79,0.78,0.79,0.69,0.71,0.68,0.67,0.62,0.79,0.71,0.75,0.76,0.76,0.69,0.79,0.75,0.65
2018,P06,0.60,0.91,0.64,0.85,0.81,0.67,0.63,0.80,0.62,0.56,0.58,0.59,0.76,0.74,0.68,0.71,0.86,0.68,0.80,0.73,0.66,0.67,0.64,0.69,0.64,0.76,0.74,0.78,0.63
2018,P07,0.74,0.75,0.64,0.63,0.69,0.63,0.74,0.74,0.54,0.70,0.64,0.67,0.53,0.66,0.77,0.71,0.78,0.76,0.72,0.79,0.71,0.63,0.72,0.66,0.62,0.73,0.67,0.77,0.70
2018,P08,0.77,0.62,0.87,0.85,0.66,0.56,0.72,0.76,0.60,0.56,0.83,0.53,0.56,0.68,0.83,0.55,0.75,0.81,0.70,0.83,0.69,0.72,0.70,0.65,0.62,0.72,0.65,0.71,0.65
2018,P09,0.71,0.79,0.79,0.64,0.60,0.62,0.70,0.54,0.57,0.61,0.75,0.58,0.74,0.65,0.69,0.66,0.78,0.69,0.86,0.67,0.71,0.68,0.73,0.71,0.72,0.67,0.75,0.63,0.65
2018,P10,0.55,0.65,0.90,0.76,0.78,0.65,0.82,0.72,0.66,0.43,0.55,0.84,0.74,0.76,0.68,0.68,0.82,0.88,0.84,0.90,0.80,0.66,0.73,0.79,0.65,0.78,0.72,0.76,0.70
2018,P11,0.61,0.52,0.63,0.92,0.88,0.51,0.60,0.61,0.59,0.61,0.74,0.80,0.77,0.62,0.74,0.64,0.66,0.81,0.73,0.80,0.75,0.69,0.76,0.71,0.67,0.76,0.63,0.62,0.69
2018,P12,0.70,0.84,0.61,0.70,0.72,0.63,0.78,0.58,0.83,0.67,0.75,0.69,0.70,0.67,0.65,0.79,0.65,0.59,0.65,0.64,0.77,0.76,0.77,0.62,0.71,0.70,0.71,0.64,0.67
2018,P13,0.83,0.73,0.90,0.81,0.54,0.77,0.58,0.75,0.77,0.69,0.63,0.69,0.77,0.61,0.66,0.72,0.79,0.84,0.79,0.52,0.70,0.65,0.66,0.73,0.68,0.72,0.68,0.73,0.74
2018,P14,0.76,0.85,0.67,0.70,0.79,0.82,0.69,0.64,0.68,0.61,0.77,0.76,0.71,0.77,0.74,0.68,0.82,0.75,0.80,0.76,0.76,0.74,0.77,0.73,0.79,0.72,0.71,0.76,0.69
2018,P15,0.78,0.76,0.75,0.60,0.78,0.50,0.70,0.67,0.74,0.69,0.56,0.59,0.79,0.61,0.59,0.72,0.71,0.72,0.72,0.63,0.72,0.68,0.75,0.70,0.63,0.66,0.62,0.64,0.72
2018,P16,0.34,0.84,0.57,0.73,0.69,0.81,0.79,0.62,0.76,0.63,0.71,0.58,0.57,0.82,0.79,0.75,0.75,0.58,0.49,0.62,0.73,0.66,0.70,0.71,0.68,0.61,0.68,0.64,0.64
2018,P17,0.39,0.64,0.50,0.53,0.59,0.59,0.59,0.51,0.40,0.42,0.48,0.64,0.33,0.35,0.41,0.46,0.65,0.57,0.53,0.47,0.55,0.44,0.55,0.49,0.56,0.52,0.54,0.49,0.44
2018,P18,0.56,0.55,0.33,0.58,0.44,0.48,0.64,0.40,0.41,0.48,0.47,0.50,0.61,0.35,0.39,0.54,0.49,0.57,0.67,0.65,0.57,0.52,0.45,0.47,0.58,0.43,0.46,0.50,0.53
2018,P19,0.35,0.54,0.63,0.52,0.60,0.39,0.53,0.66,0.34,0.31,0.45,0.37,0.40,0.51,0.42,0.51,0.57,0.38,0.53,0.44,0.42,0.43,0.48,0.43,0.42,0.48,0.49,0.43,0.48
2018,P20,0.42,0.55,0.65,0.68,0.62,0.61,0.51,0.43,0.60,0.57,0.62,0.49,0.50,0.55,0.48,0.59,0.59,0.52,0.57,0.60,0.63,0.59,0.58,0.53,0.49,0.53,0.61,0.59,0.51
2018,P21,0.51,0.67,0.51,0.56,0.46,0.50,0.50,0.35,0.57,0.40,0.42,0.62,0.53,0.61,0.54,0.52,0.46,0.43,0.62,0.66,0.58,0.49,0.47,0.57,0.59,0.54,0.54,0.45,0.52
2018,P22,0.60,0.65,0.39,0.55,0.39,0.53,0.44,0.68,0.41,0.42,0.37,0.53,0.49,0.39,0.33,0.48,0.39,0.61,0.51,0.33,0.48,0.51,0.42,0.54,0.43,0.41,0.41,0.45,0.53
2018,P23,0.40,0.49,0.52,0.49,0.70,0.61,0.58,0.56,0.48,0.37,0.54,0.44,0.52,0.66,0.41,0.53,0.45,0.53,0.46,0.43,0.55,0.54,0.57,0.52,0.44,0.52,0.53,0.56,0.46
2018,P24,0.21,0.71,0.55,0.60,0.56,0.53,0.39,0.50,0.36,0.46,0.41,0.55,0.43,0.56,0.48,0.63,0.47,0.49,0.65,0.47,0.54,0.52,0.58,0.51,0.58,0.54,0.50,0.49,0.53
2018,P25,0.58,0.50,0.43,0.67,0.52,0.71,0.26,0.40,0.61,0.63,0.52,0.51,0.49,0.46,0.41,0.35,0.55,0.46,0.69,0.71,0.45,0.44,0.49,0.54,0.54,0.56,0.45,0.52,0.49
2018,P26,0.60,0.57,0.52,0.63,0.62,0.45,0.59,0.52,0.55,0.50,0.53,0.50,0.50,0.60,0.42,0.46,0.48,0.60,0.63,0.42,0.60,0.52,0.56,0.52,0.61,0.51,0.54,0.53,0.46
2018,P27,0.68,0.50,0.66,0.68,0.72,0.47,0.57,0.46,0.40,0.62,0.57,0.62,0.61,0.53,0.57,0.66,0.66,0.44,0.53,0.46,0.61,0.60,0.59,0.60,0.64,0.49,0.58,0.57,0.57
2018,P28,0.78,0.56,0.34,0.66,0.46,0.47,0.40,0.43,0.51,0.51,0.57,0.56,0.48,0.50,0.53,0.54,0.38,0.32,0.56,0.50,0.53,0.46,0.58,0.51,0.51,0.49,0.58,0.56,0.44
2018,P29,0.63,0.39,0.46,0.41,0.48,0.52,0.45,0.50,0.58,0.46,0.55,0.57,0.48,0.55,0.56,0.61,0.46,0.64,0.56,0.48,0.52,0.56,0.48,0.47,0.57,0.59,0.48,0.45,0.45
2018,P30,0.49,0.77,0.57,0.45,0.60,0.50,0.35,0.48,0.41,0.30,0.46,0.51,0.42,0.43,0.53,0.56,0.58,0.42,0.49,0.41,0.56,0.55,0.46,0.56,0.48,0.51,0.43,0.44,0.53
2018,P31,0.52,0.37,0.46,0.45,0.40,0.50,0.43,0.48,0.53,0.51,0.37,0.52,0.53,0.38,0.53,0.63,0.37,0.46,0.64,0.61,0.49,0.54,0.44,0.50,0.50,0.48,0.49,0.43,0.42
2018,P32,0.55,0.44,0.50,0.47,0.54,0.40,0.47,0.51,0.38,0.46,0.51,0.57,0.50,0.51,0.36,0.45,0.53,0.53,0.41,0.53,0.49,0.40,0.48,0.45,0.48,0.51,0.43,0.41,0.46
2018,P33,0.28,0.36,0.58,0.39,0.39,0.67,0.54,0.47,0.60,0.55,0.41,0.49,0.52,0.57,0.40,0.41,0.52,0.46,0.59,0.54,0.44,0.55,0.48,0.44,0.46,0.48,0.44,0.48,0.49
2018,P34,0.30,0.58,0.45,0.59,0.50,0.36,0.41,0.38,0.31,0.44,0.40,0.55,0.43,0.51,0.49,0.68,0.45,0.44,0.70,0.61,0.51,0.52,0.40,0.50,0.42,0.40,0.54,0.56,0.51
2018,P35,0.53,0.60,0.50,0.54,0.43,0.52,0.48,0.34,0.53,0.41,0.38,0.41,0.56,0.41,0.44,0.55,0.41,0.42,0.44,0.61,0.41,0.47,0.47,0.43,0.46,0.52,0.43,0.54,0.42
2018,P36,0.70,0.28,0.33,0.51,0.56,0.57,0.53,0.49,0.41,0.57,0.56,0.49,0.41,0.35,0.42,0.69,0.63,0.63,0.43,0.62,0.58,0.48,0.45,0.53,0.56,0.50,0.46,0.47,0.44
2018,P37,0.74,0.48,0.46,0.64,0.57,0.50,0.29,0.45,0.49,0.35,0.41,0.55,0.42,0.52,0.40,0.54,0.51,0.63,0.55,0.49,0.53,0.50,0.56,0.47,0.45,0.55,0.55,0.43,0.54
2018,P38,0.51,0.47,0.58,0.45,0.45,0.67,0.41,0.50,0.67,0.59,0.39,0.65,0.52,0.43,0.38,0.60,0.57,0.54,0.57,0.53,0.57,0.50,0.54,0.54,0.58,0.56,0.49,0.54,0.47
2018,P39,0.26,0.45,0.34,0.50,0.42,0.56,0.60,0.66,0.45,0.60,0.29,0.55,0.34,0.37,0.54,0.45,0.50,0.49,0.52,0.58,0.48,0.43,0.50,0.50,0.48,0.52,0.53,0.53,0.41
2018,P40,0.69,0.60,0.29,0.42,0.50,0.56,0.48,0.46,0.44,0.56,0.45,0.48,0.44,0.50,0.42,0.61,0.62,0.53,0.56,0.68,0.51,0.57,0.56,0.53,0.56,0.49,0.50,0.52,0.54
2018,P41,0.52,0.41,0.60,0.50,0.53,0.55,0.63,0.55,0.51,0.34,0.60,0.57,0.38,0.58,0.59,0.49,0.51,0.50,0.33,0.45,0.54,0.45,0.57,0.53,0.47,0.45,0.54,0.44,0.51
2018,P42,0.49,0.33,0.47,0.33,0.57,0.60,0.40,0.34,0.49,0.45,0.43,0.48,0.37,0.39,0.54,0.55,0.60,0.48,0.48,0.54,0.50,0.48,0.47,0.52,0.44,0.55,0.44,0.47,0.48
2018,P43,0.35,0.58,0.44,0.73,0.36,0.51,0.41,0.56,0.58,0.56,0.31,0.51,0.42,0.58,0.43,0.44,0.40,0.58,0.57,0.36,0.43,0.46,0.41,0.54,0.43,0.43,0.53,0.55,0.41
2018,P44,0.59,0.52,0.60,0.48,0.50,0.51,0.36,0.34,0.50,0.66,0.41,0.39,0.47,0.46,0.33,0.45,0.63,0.61,0.50,0.41,0.52,0.51,0.49,0.48,0.43,0.50,0.54,0.54,0.46
2018,P45,0.39,0.49,0.27,0.56,0.50,0.51,0.56,0.39,0.35,0.46,0.60,0.59,0.60,0.47,0.54,0.40,0.43,0.59,0.44,0.49,0.43,0.56,0.55,0.53,0.45,0.46,0.42,0.53,0.42
2018,P46,0.39,0.28,0.52,0.52,0.63,0.50,0.58,0.43,0.42,0.35,0.60,0.40,0.54,0.48,0.47,0.50,0.47,0.64,0.53,0.56,0.42,0.52,0.57,0.41,0.49,0.43,0.46,0.51,0.46
2018,P47,0.56,0.57,0.56,0.75,0.40,0.36,0.45,0.44,0.39,0.38,0.46,0.54,0.63,0.49,0.40,0.41,0.41,0.67,0.47,0.56,0.53,0.49,0.44,0.48,0.52,0.42,0.49,0.47,0.49
2018,P48,0.54,0.58,0.61,0.54,0.46,0.41,0.49,0.53,0.52,0.52,0.50,0.56,0.32,0.62,0.38,0.46,0.54,0.47,0.34,0.65,0.54,0.50,0.43,0.47,0.45,0.51,0.56,0.50,0.56
2018,P49,0.27,0.39,0.34,0.51,0.20,0.24,0.38,0.33,0.39,0.29,0.37,0.48,0.35,0.24,0.16,0.26,0.37,0.25,0.45,0.28,0.37,0.30,0.33,0.37,0.40,0.41,0.39,0.25,0.31
2018,P50,0.16,0.42,0.45,0.18,0.53,0.34,0.36,0.29,0.29,0.42,0.40,0.32,0.28,0.42,0.35,0.27,0.53,0.23,0.49,0.34,0.35,0.29,0.41,0.37,0.31,0.33,0.41,0.29,0.39
2018,P51,0.37,0.35,0.52,0.54,0.43,0.45,0.35,0.48,0.23,0.30,0.24,0.46,0.36,0.20,0.46,0.53,0.31,0.35,0.53,0.33,0.36,0.34,0.47,0.35,0.42,0.32,0.43,0.46,0.42
2018,P52,0.40,0.28,0.34,0.39,0.36,0.31,0.26,0.47,0.32,0.38,0.25,0.34,0.25,0.23,0.22,0.38,0.36,0.36,0.23,0.31,0.38,0.26,0.28,0.25,0.34,0.28,0.25,0.37,0.25
2018,P53,0.41,0.36,0.38,0.27,0.52,0.36,0.30,0.13,0.38,0.28,0.37,0.35,0.45,0.39,0.46,0.37,0.45,0.35,0.33,0.35,0.40,0.33,0.43,0.41,0.40,0.37,0.40,0.33,0.30
2018,P54,0.56,0.33,0.47,0.44,0.26,0.37,0.28,0.20,0.34,0.25,0.32,0.25,0.25,0.20,0.42,0.37,0.38,0.38,0.26,0.50,0.32,0.37,0.31,0.27,0.38,0.40,0.30,0.31,0.31
2018,P55,0.60,0.31,0.30,0.44,0.49,0.29,0.42,0.23,0.42,0.24,0.44,0.44,0.36,0.33,0.29,0.27,0.31,0.39,0.43,0.37,0.42,0.31,0.37,0.36,0.36,0.34,0.42,0.32,0.45
2018,P56,0.29,0.54,0.36,0.43,0.37,0.27,0.23,0.40,0.41,0.29,0.43,0.28,0.29,0.35,0.39,0.36,0.28,0.46,0.27,0.36,0.40,0.32,0.32,0.39,0.36,0.41,0.41,0.37,0.35
2018,P57,0.46,0.37,0.39,0.53,0.47,0.33,0.21,0.25,0.28,0.20,0.33,0.31,0.16,0.27,0.44,0.34,0.50,0.27,0.41,0.34,0.30,0.36,0.31,0.32,0.38,0.28,0.35,0.38,0.38
2018,P58,0.47,0.21,0.37,0.49,0.36,0.25,0.42,0.42,0.30,0.36,0.47,0.40,0.37,0.33,0.38,0.42,0.13,0.51,0.44,0.26,0.32,0.38,0.31,0.34,0.37,0.39,0.39,0.35,0.32
2018,P59,0.59,0.26,0.37,0.40,0.32,0.35,0.50,0.33,0.15,0.23,0.35,0.39,0.37,0.25,0.34,0.35,0.39,0.21,0.43,0.41,0.28,0.30,0.40,0.39,0.34,0.38,0.27,0.30,0.30
2018,P60,0.46,0.43,0.46,0.41,0.19,0.50,0.35,0.15,0.20,0.37,0.22,0.34,0.28,0.41,0.21,0.50,0.59,0.41,0.47,0.29,0.36,0.40,0.34,0.34,0.29,0.33,0.36,0.38,0.36
2018,P61,0.24,0.32,0.13,0.14,0.41,0.45,0.44,0.32,0.26,0.44,0.25,0.28,0.31,0.50,0.32,0.32,0.20,0.39,0.47,0.32,0.40,0.30,0.33,0.35,0.39,0.25,0.27,0.36,0.25
2018,P62,0.69,0.27,0.41,0.49,0.37,0.24,0.34,0.30,0.43,0.43,0.44,0.22,0.22,0.29,0.30,0.39,0.38,0.37,0.48,0.27,0.32,0.37,0.41,0.45,0.38,0.37,0.34,0.33,0.34
2018,P63,0.55,0.43,0.44,0.46,0.37,0.36,0.21,0.17,0.47,0.33,0.39,0.32,0.27,0.22,0.39,0.39,0.27,0.26,0.26,0.36,0.35,0.42,0.27,0.32,0.28,0.40,0.39,0.36,0.40
2018,P64,0.36,0.42,0.21,0.37,0.14,0.17,0.34,0.29,0.43,0.28,0.40,0.44,0.38,0.25,0.31,0.31,0.38,0.46,0.33,0.41,0.34,0.41,0.41,0.35,0.32,0.28,0.32,0.39,0.33
2019,P01,0.80,0.92,0.78,0.71,0.69,0.60,0.58,0.86,0.70,0.71,0.56,0.82,0.79,0.64,0.60,0.67,0.66,0.76,0.71,0.58,0.72,0.66,0.73,0.75,0.66,0.63,0.75,0.65,0.77
2019,P02,0.60,0.59,0.56,0.61,0.72,0.81,0.68,0.73,0.69,0.54,0.68,0.63,0.61,0.85,0.82,0.88,0.66,0.58,0.76,0.76,0.66,0.64,0.73,0.61,0.74,0.68,0.62,0.68,0.66
2019,P03,0.74,0.75,0.55,0.86,0.78,0.71,0.59,0.65,0.67,0.62,0.78,0.78,0.83,0.80,0.76,0.74,0.75,0.71,0.61,0.71,0.77,0.73,0.70,0.79,0.69,0.74,0.77,0.79,0.71
2019,P04,0.81,0.71,0.73,0.76,0.66,0.75,0.60,0.76,0.53,0.68,0.81,0.59,0.59,0.77,0.77,0.79,0.84,0.68,0.70,0.61,0.71,0.76,0.63,0.77,0.70,0.73,0.64,0.74,0.72
2019,P05,0.89,0.80,0.76,0.57,0.72,0.62,0.71,0.65,0.79,0.76,0.56,0.81,0.81,0.79,0.77,0.68,0.72,0.68,0.66,0.63,0.79,0.79,0.64,0.66,0.70,0.75,0.79,0.73,0.77
2019,P06,0.60,0.92,0.63,0.88,0.82,0.67,0.63,0.81,0.65,0.57,0.57,0.61,0.76,0.73,0.68,0.70,0.86,0.68,0.83,0.73,0.76,0.72,0.66,0.74,0.77,0.69,0.70,0.73,0.78
2019,P07,0.74,0.78,0.63,0.60,0.68,0.62,0.76,0.73,0.53,0.69,0.65,0.68,0.55,0.67,0.81,0.71,0.79,0.77,0.75,0.83,0.76,0.63,0.64,0.75,0.69,0.73,0.78,0.65,0.70
2019,P08,0.76,0.65,0.86,0.82,0.69,0.57,0.77,0.77,0.61,0.56,0.84,0.54,0.58,0.68,0.84,0.58,0.74,0.83,0.71,0.83,0.66,0.77,0.79,0.66,0.68,0.71,0.69,0.70,0.74
2019,P09,0.69,0.79,0.78,0.62,0.60,0.64,0.70,0.55,0.59,0.61,0.74,0.59,0.74,0.66,0.69,0.65,0.79,0.70,0.82,0.71,0.73,0.66,0.75,0.70,0.76,0.76,0.70,0.72,0.69
2019,P10,0.58,0.67,0.87,0.76,0.79,0.66,0.80,0.72,0.65,0.44,0.55,0.83,0.74,0.76,0.68,0.71,0.83,0.86,0.83,0.91,0.71,0.71,0.75,0.73,0.77,0.70,0.69,0.69,0.71
2019,P11,0.64,0.50,0.66,0.91,0.91,0.52,0.63,0.62,0.60,0.61,0.74,0.79,0.75,0.62,0.74,0.64,0.68,0.80,0.73,0.79,0.71,0.74,0.62,0.70,0.77,0.63,0.76,0.71,0.65
2019,P12,0.71,0.85,0.63,0.70,0.72,0.61,0.80,0.59,0.85,0.70,0.78,0.67,0.72,0.66,0.68,0.77,0.64,0.61,0.66,0.66,0.65,0.71,0.78,0.78,0.66,0.67,0.72,0.63,0.65
2019,P13,0.83,0.73,0.93,0.82,0.53,0.78,0.60,0.75,0.77,0.71,0.65,0.67,0.75,0.61,0.64,0.74,0.79,0.83,0.80,0.54,0.74,0.72,0.78,0.66,0.79,0.67,0.74,0.68,0.65
2019,P14,0.76,0.85,0.69,0.70,0.78,0.82,0.70,0.64,0.71,0.64,0.80,0.76,0.72,0.81,0.75,0.68,0.82,0.78,0.82,0.79,0.79,0.80,0.67,0.70,0.80,0.76,0.77,0.83,0.75
2019,P15,0.79,0.77,0.74,0.58,0.80,0.50,0.69,0.66,0.72,0.69,0.56,0.57,0.82,0.61,0.59,0.71,0.72,0.70,0.73,0.62,0.75,0.63,0.65,0.76,0.68,0.62,0.74,0.70,0.65
2019,P16,0.36,0.86,0.57,0.76,0.69,0.81,0.82,0.59,0.75,0.63,0.71,0.59,0.57,0.83,0.75,0.75,0.78,0.56,0.49,0.65,0.62,0.71,0.70,0.67,0.63,0.66,0.68,0.61,0.68
2019,P17,0.41,0.65,0.50,0.55,0.62,0.60,0.59,0.48,0.42,0.39,0.51,0.65,0.32,0.33,0.39,0.45,0.69,0.58,0.55,0.48,0.55,0.53,0.50,0.57,0.51,0.45,0.52,0.56,0.56
2019,P18,0.56,0.55,0.37,0.58,0.45,0.48,0.62,0.37,0.39,0.51,0.48,0.51,0.60,0.35,0.40,0.56,0.49,0.57,0.68,0.68,0.47,0.44,0.54,0.53,0.51,0.57,0.58,0.45,0.51
2019,P19,0.36,0.52,0.65,0.53,0.61,0.40,0.53,0.69,0.35,0.32,0.46,0.36,0.40,0.51,0.41,0.51,0.57,0.39,0.54,0.42,0.46,0.46,0.55,0.47,0.41,0.48,0.50,0.52,0.45
2019,P20,0.40,0.56,0.68,0.66,0.60,0.60,0.51,0.47,0.59,0.55,0.62,0.47,0.52,0.57,0.49,0.58,0.58,0.51,0.56,0.62,0.60,0.62,0.50,0.50,0.63,0.56,0.49,0.54,0.53
2019,P21,0.50,0.66,0.51,0.57,0.45,0.49,0.50,0.34,0.55,0.43,0.44,0.62,0.55,0.59,0.51,0.52,0.49,0.45,0.61,0.66,0.54,0.52,0.48,0.50,0.48,0.48,0.59,0.57,0.55
2019,P22,0.59,0.67,0.40,0.54,0.40,0.50,0.46,0.65,0.42,0.43,0.37,0.54,0.50,0.36,0.36,0.50,0.40,0.61,0.52,0.34,0.50,0.45,0.47,0.55,0.54,0.50,0.42,0.45,0.44
2019,P23,0.41,0.46,0.55,0.50,0.72,0.62,0.58,0.57,0.49,0.40,0.52,0.47,0.51,0.68,0.41,0.52,0.44,0.51,0.46,0.46,0.52,0.54,0.44,0.58,0.59,0.46,0.44,0.51,0.59
2019,P24,0.18,0.72,0.57,0.60,0.55,0.52,0.40,0.54,0.39,0.48,0.42,0.58,0.43,0.58,0.48,0.64,0.46,0.48,0.68,0.48,0.58,0.49,0.51,0.59,0.54,0.49,0.47,0.51,0.46
2019,P25,0.60,0.51,0.45,0.68,0.53,0.74,0.26,0.37,0.59,0.65,0.51,0.49,0.49,0.46,0.41,0.39,0.55,0.48,0.71,0.72,0.53,0.53,0.57,0.48,0.47,0.47,0.60,0.56,0.45
2019,P26,0.60,0.56,0.55,0.60,0.60,0.47,0.61,0.53,0.55,0.54,0.55,0.48,0.52,0.60,0.44,0.47,0.48,0.58,0.65,0.40,0.50,0.61,0.54,0.57,0.49,0.52,0.46,0.55,0.47
2019,P27,0.69,0.51,0.66,0.71,0.71,0.47,0.57,0.45,0.41,0.61,0.56,0.65,0.65,0.56,0.58,0.65,0.65,0.45,0.53,0.45,0.54,0.55,0.64,0.58,0.60,0.52,0.65,0.55,0.50
2019,P28,0.76,0.59,0.36,0.69,0.45,0.49,0.41,0.47,0.53,0.53,0.57,0.53,0.47,0.51,0.53,0.56,0.37,0.33,0.54,0.48,0.58,0.51,0.57,0.52,0.44,0.43,0.57,0.56,0.59
2019,P29,0.62,0.40,0.42,0.39,0.49,0.51,0.47,0.54,0.58,0.48,0.57,0.56,0.50,0.55,0.54,0.64,0.46,0.63,0.55,0.51,0.49,0.57,0.49,0.50,0.56,0.56,0.49,0.45,0.49
2019,P30,0.51,0.79,0.60,0.43,0.63,0.51,0.38,0.48,0.45,0.29,0.46,0.49,0.44,0.41,0.54,0.54,0.58,0.43,0.48,0.41,0.46,0.45,0.48,0.48,0.52,0.48,0.48,0.53,0.46
2019,P31,0.50,0.38,0.48,0.46,0.41,0.49,0.42,0.51,0.51,0.55,0.37,0.54,0.51,0.36,0.52,0.61,0.40,0.45,0.63,0.60,0.46,0.51,0.56,0.48,0.53,0.45,0.56,0.46,0.46
2019,P32,0.58,0.45,0.51,0.47,0.55,0.41,0.44,0.51,0.35,0.48,0.53,0.55,0.50,0.51,0.33,0.47,0.53,0.50,0.41,0.57,0.54,0.54,0.52,0.51,0.56,0.41,0.55,0.54,0.47
2019,P33,0.31,0.37,0.59,0.41,0.38,0.67,0.53,0.45,0.58,0.59,0.40,0.48,0.53,0.59,0.41,0.41,0.51,0.48,0.60,0.56,0.51,0.51,0.53,0.45,0.52,0.46,0.51,0.44,0.53
2019,P34,0.30,0.57,0.46,0.61,0.51,0.38,0.43,0.41,0.31,0.45,0.42,0.55,0.45,0.49,0.50,0.69,0.45,0.47,0.70,0.65,0.46,0.55,0.52,0.56,0.42,0.50,0.55,0.43,0.45
2019,P35,0.53,0.61,0.52,0.53,0.42,0.52,0.51,0.34,0.52,0.43,0.38,0.44,0.56,0.44,0.43,0.57,0.41,0.43,0.42,0.64,0.47,0.52,0.52,0.45,0.47,0.47,0.53,0.47,0.52
2019,P36,0.72,0.30,0.35,0.50,0.57,0.56,0.55,0.49,0.41,0.57,0.59,0.49,0.43,0.38,0.42,0.70,0.61,0.62,0.43,0.62,0.56,0.45,0.59,0.49,0.55,0.46,0.59,0.58,0.59
2019,P37,0.74,0.48,0.44,0.65,0.58,0.51,0.29,0.46,0.52,0.37,0.39,0.57,0.43,0.55,0.42,0.55,0.50,0.63,0.55,0.52,0.46,0.47,0.52,0.50,0.52,0.44,0.57,0.56,0.45
2019,P38,0.52,0.44,0.60,0.45,0.45,0.67,0.43,0.51,0.68,0.61,0.41,0.64,0.56,0.44,0.38,0.61,0.55,0.54,0.57,0.54,0.48,0.55,0.48,0.46,0.47,0.51,0.56,0.53,0.57
2019,P39,0.28,0.46,0.35,0.50,0.43,0.57,0.63,0.63,0.47,0.61,0.29,0.56,0.34,0.39,0.56,0.44,0.52,0.49,0.54,0.58,0.52,0.41,0.52,0.48,0.45,0.41,0.46,0.46,0.54
2019,P40,0.68,0.62,0.33,0.42,0.51,0.56,0.49,0.47,0.44,0.57,0.44,0.49,0.47,0.52,0.42,0.64,0.64,0.57,0.57,0.69,0.49,0.56,0.52,0.55,0.61,0.50,0.47,0.59,0.48
2019,P41,0.53,0.39,0.61,0.51,0.53,0.59,0.63,0.56,0.52,0.36,0.58,0.60,0.39,0.59,0.57,0.50,0.49,0.49,0.36,0.47,0.50,0.51,0.51,0.52,0.46,0.49,0.59,0.53,0.53
2019,P42,0.48,0.33,0.51,0.34,0.58,0.59,0.41,0.36,0.50,0.49,0.43,0.47,0.38,0.40,0.52,0.57,0.60,0.49,0.49,0.54,0.41,0.47,0.44,0.43,0.45,0.50,0.52,0.42,0.44
2019,P43,0.34,0.60,0.45,0.73,0.39,0.52,0.43,0.57,0.59,0.56,0.32,0.51,0.42,0.61,0.44,0.44,0.41,0.57,0.56,0.38,0.47,0.55,0.42,0.49,0.42,0.45,0.55,0.46,0.44
2019,P44,0.60,0.48,0.61,0.51,0.53,0.49,0.39,0.36,0.51,0.65,0.41,0.38,0.47,0.49,0.34,0.46,0.63,0.63,0.52,0.42,0.46,0.46,0.49,0.56,0.53,0.52,0.55,0.43,0.49
2019,P45,0.40,0.48,0.27,0.54,0.53,0.53,0.58,0.39,0.33,0.45,0.59,0.55,0.61,0.49,0.54,0.40,0.40,0.58,0.42,0.47,0.41,0.55,0.41,0.45,0.44,0.55,0.41,0.48,0.47
2019,P46,0.38,0.29,0.49,0.55,0.62,0.50,0.58,0.41,0.40,0.34,0.62,0.41,0.54,0.49,0.46,0.49,0.47,0.67,0.54,0.58,0.48,0.51,0.43,0.42,0.44,0.51,0.55,0.46,0.49
2019,P47,0.57,0.57,0.54,0.77,0.40,0.34,0.45,0.44,0.38,0.40,0.46,0.55,0.63,0.49,0.43,0.43,0.44,0.69,0.44,0.59,0.56,0.53,0.48,0.42,0.50,0.45,0.49,0.50,0.46
2019,P48,0.55,0.56,0.58,0.52,0.44,0.42,0.50,0.55,0.50,0.53,0.50,0.57,0.30,0.65,0.37,0.49,0.55,0.47,0.32,0.63,0.53,0.55,0.50,0.44,0.52,0.47,0.49,0.56,0.55
2019,P49,0.27,0.38,0.34,0.53,0.22,0.23,0.37,0.30,0.39,0.29,0.40,0.50,0.38,0.23,0.18,0.29,0.37,0.26,0.45,0.30,0.32,0.39,0.38,0.26,0.36,0.40,0.36,0.30,0.32
2019,P50,0.19,0.46,0.48,0.19,0.56,0.30,0.36,0.27,0.28,0.39,0.37,0.33,0.28,0.41,0.37,0.31,0.56,0.23,0.49,0.37,0.36,0.30,0.31,0.34,0.35,0.32,0.38,0.30,0.36
2019,P51,0.39,0.33,0.51,0.57,0.41,0.46,0.32,0.50,0.25,0.31,0.25,0.44,0.38,0.19,0.46,0.50,0.32,0.35,0.51,0.36,0.46,0.32,0.41,0.44,0.44,0.36,0.46,0.39,0.41
2019,P52,0.41,0.29,0.37,0.41,0.40,0.30,0.28,0.50,0.34,0.38,0.27,0.34,0.22,0.26,0.23,0.38,0.36,0.36,0.26,0.33,0.36,0.41,0.26,0.36,0.38,0.36,0.35,0.27,0.32
2019,P53,0.43,0.34,0.39,0.28,0.53,0.37,0.33,0.13,0.39,0.29,0.39,0.37,0.44,0.41,0.50,0.39,0.48,0.35,0.34,0.35,0.39,0.34,0.35,0.35,0.37,0.37,0.44,0.41,0.45
